  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50  5635.9086966611212119   -63.9635139534964452
  1.00  5535.6885630969691192   -63.9307837156917174
  1.50  6061.7158279899649642   -63.9268220186901033
  2.00  5474.0716802079004992   -63.9527531570120402
  2.50  5556.2945347663153370   -63.9532525382652892
  3.00  5416.6256919082970853   -63.9146720363660421
  3.50  5333.9680858358569822   -63.9206304974886450
  4.00  5982.1091816270109121   -63.9398732112847625
  4.50  5340.3385402243729914   -63.9253238881077408
  5.00  5346.6699101574577071   -63.9075983828485192
  5.50  5381.4538528842203959   -63.9006921412558455
  6.00  5350.8650576295922292   -63.9062796431680056
  6.50  5232.7597199364026892   -63.8800622971295411
  7.00  5826.3788866380855325   -63.9038559129992478
  7.50  5274.3742394393921131   -63.9003508017383410
  8.00  5314.4959206515541155   -63.9152632260917386
  8.50  5364.1202630569950998   -63.9092756028207702
  9.00  5819.0798483400303667   -63.9128825698141156
  9.50  5274.4525309453674708   -63.9396605110041349
 10.00  5276.3566461165200963   -63.9437195526847404
 10.50  5289.5646588224535662   -63.9032726283901127
 11.00  5794.6886453286124379   -63.9168093199003096
 11.50  5146.7216846129140322   -63.9051561378408479
 12.00  5239.4656046378977408   -63.9072442503949105
 12.50  5771.1910342404389667   -63.9094272066699887
 13.00  5106.5325547548845861   -63.8979501618961621
 13.50  5759.0778086524478567   -63.9368499173463789
