  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50  5601.0035522628513718   -63.9565458353052776
  1.00  5619.2081476179564561   -63.9304202102638044
  1.50  5425.6052177682677211   -63.9094269357108260
  2.00  6109.0041530220696586   -63.9569704976612172
  2.50  5403.2243441767768672   -63.9156460088297678
  3.00  5399.4771642873356541   -63.8938020341628174
  3.50  5424.9963688855195869   -63.9313159976706373
  4.00  5446.5087827132338134   -63.9272549222513504
  4.50  5375.3144541731890058   -63.9444763633096045
  5.00  5473.4712029842758056   -63.9145010318561759
  5.50  5277.9533314356394840   -63.9080468113080684
  6.00  5344.4638377835326537   -63.9115848547779848
  6.50  5779.6375427156726801   -63.9023251298315103
  7.00  5752.2820028862652180   -63.9031990315912850
  7.50  5193.9766601185956461   -63.9074393802926295
  8.00  5308.2194121125667152   -63.9326410497101989
  8.50  5814.6707306069929473   -63.8776352205825333
  9.00  5161.6002010766515014   -63.9130125145391617
  9.50  5305.9311775116893841   -63.9406120597944465
 10.00  5346.0246843784580051   -63.9469841655523084
 10.50  5789.0731338734485689   -63.9082825545754218
 11.00  5152.0881192546366947   -63.8822769867467031
 11.50  5775.0114484475507197   -63.9209400264618637
 12.00  5167.1111650115672091   -63.8918849270930167
 12.50  5282.4035660513191033   -63.9232788671042726
 13.00  5792.1216471328953048   -63.9361299977020394
 13.50  5180.0048258467322739   -63.9022158114064069
