  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   444.7753453065230360   -63.9027004091389657
  1.00   459.6165602891284152   -63.9359529159034778
  1.50   390.2568565973309660   -63.8668442845616227
  2.00   456.8181706389740384   -63.8750313153140183
  2.50   426.2533483978550066   -63.8517317140980936
  3.00   427.8799533940813831   -63.8562430495013444
  3.50   436.8374886216510617   -63.9528289729789208
  4.00   443.9478114550330474   -63.9396469518107295
  4.50   440.1093632571626131   -63.8621795978083924
  5.00   421.0428179197213012   -63.8343287228823186
  5.50   403.9447740630942008   -63.8474531685337254
  6.00   429.6512099051322480   -63.8641019644557844
  6.50   436.1297285850764638   -63.9566711073039968
  7.00   442.6868825740059492   -63.9312685377240086
  7.50   425.3470462796718152   -63.9494060704390677
  8.00   415.4134770924215445   -63.9069103877003926
  8.50   459.6358526848169959   -63.9795069181877665
  9.00   442.9799446914388454   -63.9246032537634719
  9.50   403.9001069492066449   -63.9209840207056885
 10.00   429.0554397126289246   -63.8656241256161792
 10.50   431.1067936523000981   -63.8254503242944082
 11.00   425.5657627842578563   -63.9181248364486621
 11.50   431.0948255448872715   -63.8828524585055817
 12.00   505.5538953516269203   -64.0206211869898425
 12.50   471.7120010539488248   -63.9649934762343264
 13.00   428.8823302560565480   -63.9142649778674325
 13.50   435.2058160226583823   -63.8851223630089819
