  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   429.4039711819566492   -63.8715084483568418
  1.00   450.8037690399688699   -64.0609560431370255
  1.50   449.9876639041675617   -63.9267083160574288
  2.00   419.6678031360323757   -63.8400049679899553
  2.50   432.1788577426113420   -63.8399795144809730
  3.00   444.3777495521483161   -63.8555324439080891
  3.50   442.1678829307556384   -63.9708537307712390
  4.00   423.6831590763686677   -63.8441538602455552
  4.50   426.7856881312211499   -63.9513345522264842
  5.00   418.1514185452921311   -63.9637696486639626
  5.50   428.9655958688105102   -63.8903081225949308
  6.00   422.4802199089251076   -63.9167798127114182
  6.50   421.0759205694088223   -63.8703423773507382
  7.00   438.6929277128278954   -64.0134444525309902
  7.50   432.4787117639326652   -63.9469927306942623
  8.00   436.8701054026141719   -63.9056842046389306
  8.50   429.3148430109669675   -64.0351266219279438
  9.00   412.8677419724937181   -63.9757593610802076
  9.50   411.3990968295142920   -63.9288612829019982
 10.00   419.2746454508138640   -63.9127769037290534
 10.50   423.5949832490790072   -63.9318669041432557
 11.00   410.3592750014984176   -63.9652694039057792
 11.50   471.5545021797180425   -63.9614447503098944
 12.00   409.4633673829050053   -63.8886670041244713
 12.50   469.7004480598739065   -63.8603595187071420
 13.00   461.3397885944248173   -63.9644884764656467
 13.50   455.6754631907753037   -63.8862370694803019
