  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   423.6686352649824698   -63.7817695167869516
  1.00   451.6426587788638471   -63.9736193117168312
  1.50   455.7309353471846407   -63.9088336651407758
  2.00   445.7597526786155413   -63.9445697469615766
  2.50   459.8771049929151786   -63.9514836559748971
  3.00   416.8435207133967424   -63.9517461257884321
  3.50   464.7265322820371694   -63.9538583036025514
  4.00   440.3679842389096279   -63.9089557575378961
  4.50   439.1111137481920537   -63.9609439037881558
  5.00   483.6388498820381869   -63.9112046698771081
  5.50   465.0581743103460894   -63.8089098028447381
  6.00   410.4301417475955986   -63.7373459990031250
  6.50   429.5332518811265459   -63.8501869614880917
  7.00   417.4016428281162234   -63.8374468425320316
  7.50   416.8993550364108387   -63.8727444345970952
  8.00   422.0318193467537640   -63.9707978815181875
  8.50   454.7962885923763565   -64.0435534374021245
  9.00   433.9168824834501379   -63.9103789469762162
  9.50   373.4882106661403895   -63.8861487763610398
 10.00   438.4020207633200243   -64.0018849146490254
 10.50   437.6288432693484651   -63.9101634744273710
 11.00   437.4914250254229842   -63.9817142978636113
 11.50   476.3720711255090237   -63.9090991312313150
 12.00   416.9269964900209970   -63.8239884323856685
 12.50   426.3229132340165961   -63.8569191461047154
 13.00   413.7752113435136607   -63.9448801569449685
 13.50   432.9337935107572548   -63.9170842285116407
