  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   503.5323795907551698   -63.9099226606092827
  1.00   443.2183715155955497   -63.9109841988260001
  1.50   474.1454645882673731   -63.9457854881981262
  2.00   487.7279483126721971   -63.8336387344373222
  2.50   440.0517099491539170   -63.8050730077093533
  3.00   435.5130822915579074   -63.9123836783874353
  3.50   454.3090489216042442   -63.9639178085209039
  4.00   449.0712830339577977   -63.9536624653243280
  4.50   414.5209377719232293   -63.8333571303094089
  5.00   438.9095297911757143   -64.0084745781279167
  5.50   439.0481717769428656   -63.8737819358028673
  6.00   390.2494434128308853   -63.8707029899856167
  6.50   433.7296430311239419   -63.9000478007945318
  7.00   441.1129608537190165   -63.9595192050463908
  7.50   435.0098748010283884   -63.9453748457721645
  8.00   418.1561893565408923   -63.8430110142920171
  8.50   423.4031242592240005   -63.9032593336710733
  9.00   439.3610014188077457   -63.8643969829629725
  9.50   407.9404406510214471   -63.8250137602732650
 10.00   405.3487350441180297   -63.7920090820500860
 10.50   403.2247235386812463   -63.7810424243737941
 11.00   412.7406137363057042   -63.8149464023632760
 11.50   428.1608245909231414   -63.9481597461871729
 12.00   417.6336633220450381   -63.8873698431439152
 12.50   429.9125744856780784   -63.9005220099338231
 13.00   423.2009611200717245   -63.8709070994937633
 13.50   416.2473462547175700   -63.9426535044362652
