  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   441.6200008652754150   -63.8408730225914667
  1.00   459.0583275791896085   -63.9762637581729905
  1.50   449.8812715937177700   -63.9274899064048299
  2.00   435.6153088915442027   -63.9047374693751067
  2.50   431.6902088430049957   -63.8344402200278580
  3.00   444.7534710272256575   -63.9162803266114707
  3.50   440.2521061425181870   -63.9826858240441751
  4.00   435.5875106490153144   -63.9310617345231975
  4.50   427.6616215356065140   -63.8921736362029193
  5.00   430.3340284147345756   -63.8971740076862034
  5.50   502.7714050971081861   -63.9937988665141120
  6.00   469.0250477351356153   -63.8557600218290631
  6.50   406.9159247756811624   -63.9716854192225099
  7.00   419.9290827373134789   -63.8181210556507210
  7.50   422.2019828562653174   -63.9179658534264519
  8.00   412.4367022310939319   -63.8209696143679466
  8.50   406.6251577886469590   -63.9337587057001286
  9.00   426.5078555809068348   -63.9359342566395696
  9.50   411.5241985512209908   -63.8551533744617217
 10.00   413.2571350507937495   -63.8769125512099833
 10.50   429.1687010440637096   -63.9090130851186089
 11.00   464.5044344471679096   -63.9081131648755871
 11.50   460.2522643771001754   -63.8494203363129458
 12.00   453.2076774128611305   -63.8418334316132174
 12.50   443.2819390162496234   -63.8712645158809380
 13.00   492.8871190725408269   -63.9413967060478257
 13.50   480.4350730027495615   -63.9813853317506016
