  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   433.9432931010676953   -63.9042373700695734
  1.00   454.3122957629029202   -63.9798995190276969
  1.50   430.5950706035665689   -63.8627904923092444
  2.00   441.9114816777995998   -63.9313780582285247
  2.50   442.5904211769127414   -63.8956175773153632
  3.00   443.5222414310829890   -63.8658428797285822
  3.50   444.3304486218700049   -63.8972396353162537
  4.00   427.3858604193961810   -63.8918330000440164
  4.50   417.9876428426346138   -63.8315924878200462
  5.00   439.4807732768532560   -64.0234688297576326
  5.50   424.4739124447854692   -63.9028145314313818
  6.00   361.9227504494731420   -63.9285259092664049
  6.50   456.7693471418740501   -63.9153614602743687
  7.00   471.8399580842641399   -63.9426097876141739
  7.50   483.8461855858477065   -63.9409005583889467
  8.00   467.3879234665393483   -63.9516577178808063
  8.50   424.0639969447805129   -63.9563279330276089
  9.00   479.0956559432496533   -63.9299243301790199
  9.50   472.6125772619370764   -63.9554689941194567
 10.00   425.3197576173789685   -63.8669396317942955
 10.50   420.6865273892141204   -63.9299015022988613
 11.00   440.2364451234948888   -63.9724946562525503
 11.50   441.2075647687735795   -63.9662823070916389
 12.00   427.2997904244565461   -63.8973239230389112
 12.50   414.4756213724024292   -63.9621437146297751
 13.00   405.1132992014018441   -63.9676615888577942
 13.50   398.9189074244916355   -63.9195209424490258
