  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   455.8437580498608668   -63.9152143821995793
  1.00   459.3769129303904037   -63.9747465446107242
  1.50   463.4503492032603162   -64.1376557069259974
  2.00   428.0864665300896945   -63.8848171230539208
  2.50   424.3391074604024311   -63.9007999850283994
  3.00   452.0282373649985175   -63.8756215892470038
  3.50   417.3926400019280436   -63.9471419542239943
  4.00   449.8930733354559948   -63.9275495876447124
  4.50   440.0480697681052789   -63.9749964979479415
  5.00   445.4480743867035244   -63.8642712609301171
  5.50   421.8591564226046557   -63.8251718293233381
  6.00   412.1306518081319723   -63.8436564153306279
  6.50   423.6799999433325752   -63.8099230884820230
  7.00   421.2347059645585432   -63.9090458501488712
  7.50   438.0083660111554309   -63.9278160686089336
  8.00   422.9396638537293711   -63.8571955094500723
  8.50   421.0579632513176875   -63.8998810775638546
  9.00   412.9601585703350679   -63.9315608998690621
  9.50   427.3079722105913447   -63.9608568577717236
 10.00   437.9880873430031443   -63.9246065201582638
 10.50   447.7944053479071727   -64.0768388801002118
 11.00   426.2275386032155211   -63.9239802657031220
 11.50   417.8085489160594648   -63.8488930286829373
 12.00   478.3685928443877629   -63.8606362763216850
 12.50   396.7765453907803703   -63.8630992813261003
 13.00   414.9510369815324111   -63.9340182014100478
 13.50   420.3694119756894452   -64.0030997648872670
