  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50  5598.6800942241834491   -63.9688740409831951
  1.00  5666.5337445797194960   -63.9116200595740764
  1.50  5498.9684710720412113   -63.8950347961158229
  2.00  5998.4138827270817274   -63.9345666797666183
  2.50  5421.8453163591093471   -63.9087691078403992
  3.00  5403.4532663190393578   -63.8934418810107729
  3.50  5436.7733873140859941   -63.9374797380269797
  4.00  5973.1304399491436925   -63.9409775121042827
  4.50  5353.7989137516215123   -63.9276214962759894
  5.00  5408.6613436427605848   -63.9121575524148540
  5.50  5903.0118817814873182   -63.8960774470868671
  6.00  5288.8580854211359110   -63.9098684984874552
  6.50  5367.4100158719611500   -63.9155941843724094
  7.00  5241.8023816102222554   -63.8940117897899000
  7.50  5324.2941508858020825   -63.8836886071698018
  8.00  5816.5511149312333146   -63.9020134061707381
  8.50  5281.5776110320812222   -63.9338013948448634
  9.00  5236.6737815259366471   -63.9174853279549779
  9.50  5262.5572599482211444   -63.9241969700114652
 10.00  5262.0495299917711236   -63.9370196493502050
 10.50  5266.1317350694671404   -63.9020528998124604
 11.00  5808.5742038792795938   -63.9195064456677216
 11.50  5216.8158238211190110   -63.9516576726024084
 12.00  5207.2926201709688030   -63.8924878278821780
 12.50  5702.5814381001364382   -63.9054891658377215
 13.00  5189.5552929757295715   -63.9213369638548699
 13.50  5234.3538599906278250   -63.9262020734279020
