  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   460.2965255864014580   -63.8897249121504132
  1.00   430.2267459139048924   -63.9487248023292381
  1.50   453.5544267689989510   -63.8680620768156757
  2.00   438.8196601703177748   -63.8789863362223116
  2.50   423.2924093809407964   -63.8730885092516587
  3.00   493.5483219399189352   -64.0311913599117162
  3.50   491.5013289825370748   -63.8746154921176696
  4.00   497.2497642617148585   -63.8349412010081636
  4.50   439.4048604286674617   -63.8704825406399550
  5.00   430.4441040288837712   -63.8631406096588066
  5.50   431.9127711595232881   -63.8269171088878124
  6.00   402.0989905830742828   -63.8240593304017096
  6.50   405.8850131644146018   -63.8743306867673795
  7.00   425.1570116556762855   -63.9779658591490943
  7.50   439.6301940440175144   -63.9720585371132913
  8.00   496.2293873956882635   -63.9097794442432772
  8.50   474.8520064121119617   -63.9408438148768994
  9.00   435.3508722985956183   -63.8318981633892051
  9.50   425.9489091533165492   -63.8523027240367753
 10.00   435.7529506651119391   -63.8668068380468270
 10.50   419.9325965245104726   -63.9356697519291117
 11.00   402.2808188333390831   -63.7567647245925997
 11.50   396.8466225045925739   -63.8341144182546714
 12.00   454.7284343208028190   -63.9433316212078324
 12.50   416.5486753868710821   -63.8671888289379055
 13.00   426.7636707569073451   -63.8847938528939352
 13.50   426.2410543331801023   -63.9800619932700556
