  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   447.4391170387528405   -63.9723119463612022
  1.00   443.5649438846587600   -63.9162536350637467
  1.50   433.6367662528008395   -63.8317900250645636
  2.00   426.3543236885267333   -63.8878779747117704
  2.50   440.7277239917485758   -63.9514876690334333
  3.00   429.4683976437719366   -63.9051023608143254
  3.50   422.5544942972002218   -63.7997388267025087
  4.00   438.9119925769667816   -63.8515155275999149
  4.50   428.5359466876508350   -63.8026005062688455
  5.00   420.8767402708868985   -63.9405483729432262
  5.50   441.4749307697752556   -63.9385761777334523
  6.00   432.0813864558174373   -63.9124120253604033
  6.50   417.0535664785018639   -63.8476360710381527
  7.00   441.8859645144012234   -63.9228907915427698
  7.50   416.5454330989451819   -63.8492236758050069
  8.00   404.6822105316984448   -63.8364455661729693
  8.50   423.2295119156436272   -63.9206957869959496
  9.00   421.2585293336915129   -63.9085090672920018
  9.50   419.6593790324135398   -63.8081246141540106
 10.00   418.6412841994742848   -63.9317487017639365
 10.50   430.2914332757101192   -63.8877718219137378
 11.00   431.6442875724022770   -63.9693061227066124
 11.50   440.3708385837912260   -63.8996963113859948
 12.00   487.1158781628165571   -63.9731050122272507
 12.50   464.9441890344893409   -63.9011221955977149
 13.00   414.0887263614318954   -63.9217672851008984
 13.50   435.5256745670869805   -63.9585257831348315
