  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   460.2384434377744356   -63.8997501646061892
  1.00   443.9576254437642433   -64.0175216592176497
  1.50   457.6705798832229561   -63.8726654217091010
  2.00   438.3921243157803929   -63.8803793395019284
  2.50   433.7675444828678906   -64.0203777546360726
  3.00   439.2210687216281713   -63.9453606438911351
  3.50   432.6520094784729054   -63.9374889543403526
  4.00   429.8899881752926717   -63.8703960206498635
  4.50   436.8923544904471896   -63.8698912700982007
  5.00   424.2532013744364576   -63.8797555413766531
  5.50   432.3616881104354093   -63.8266272634236884
  6.00   425.7267185966456964   -63.8964322879296915
  6.50   430.8664758126897709   -63.8551518761975245
  7.00   431.0910367427740653   -63.9460950539280617
  7.50   433.2355699940208069   -63.9418916327061453
  8.00   438.9512546495817560   -63.9650695870167851
  8.50   423.5140465354843400   -63.8783380773468892
  9.00   428.1584252255939305   -63.8884476094927720
  9.50   435.4963994755883050   -63.9000954163708030
 10.00   424.1461381499057097   -63.9289027748677938
 10.50   438.1262982941981363   -63.8658444651762949
 11.00   437.8483539879255204   -63.8912127974685689
 11.50   416.1307651748848002   -63.8158740794528256
 12.00   420.1212683601692106   -63.8591588385004556
 12.50   489.2798236658129554   -63.9521850886100509
 13.00   429.4374356210649921   -63.9008663265942545
 13.50   415.7120718046196544   -63.8214366790625292
