  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   451.8214325733156329   -63.9553983262625962
  1.00   460.1630985322007064   -64.0359324693221623
  1.50   448.1598869721866549   -63.8649546660490159
  2.00   428.6677369470630765   -63.8726029079170630
  2.50   451.7930657521917510   -63.9053591895229545
  3.00   444.0182003555867709   -63.9548977388218844
  3.50   428.0823561781930948   -63.9320360399549443
  4.00   460.3416878351916921   -63.9117360181615624
  4.50   443.4389236369289051   -63.9035768908422526
  5.00   443.4372720433635777   -63.9317778349054464
  5.50   416.3276748674040277   -63.9579234329970348
  6.00   420.0634543396097342   -63.8447198756986012
  6.50   419.7631920643895000   -63.8337518115791269
  7.00   432.0680111129067313   -63.9401962168808922
  7.50   430.2301074408525210   -63.9146627398389313
  8.00   497.0095004899652622   -63.9232178374077904
  8.50   419.0659249081571716   -63.8991977855807676
  9.00   417.2324577494824211   -63.8791840284153949
  9.50   479.2649462031056373   -63.8930250536418853
 10.00   475.4747494335512101   -63.8948724563271284
 10.50   410.0503058056735881   -63.8800235264863261
 11.00   422.9220654201127445   -63.9254960332868194
 11.50   423.8873987718055218   -63.9513657739881083
 12.00   429.3451026641985209   -63.8327405093720088
 12.50   425.4174922414396178   -63.8485698133409016
 13.00   416.5741859601056376   -63.8814815559739060
 13.50   414.7222117985666046   -63.8808724957188758
