  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   437.3247755264443981   -63.8527991085882363
  1.00   429.7031345486934697   -63.8936044853496128
  1.50   454.3269830071573097   -63.9015046529609023
  2.00   434.0066208770499543   -63.9015145707469401
  2.50   421.6972689556846490   -63.8571184691084142
  3.00   428.5440205638590214   -63.8357477138301448
  3.50   452.8373799766096681   -64.0069886236780121
  4.00   454.3008066662871443   -64.3677902222783302
  4.50   424.7722435280127229   -63.9850745491607142
  5.00   420.5928721424662626   -63.8691607695577019
  5.50   430.7921540219551844   -63.8677439010405337
  6.00   429.4714838097731899   -63.9265069707933691
  6.50   417.7200188971821149   -63.9346158965345310
  7.00   474.5768250774995067   -63.9197450465088792
  7.50   434.4600378925269411   -63.9219247605330168
  8.00   425.0003541845999848   -63.9285671765065331
  8.50   418.5293025324698419   -63.8839787079654116
  9.00   420.9234102805751263   -63.8530772298145735
  9.50   412.6871993150505205   -63.9573978008237845
 10.00   439.1151728081165402   -63.8278294922604204
 10.50   433.7102387641395467   -63.9074807490237191
 11.00   440.3488911609510978   -64.0006490317896635
 11.50   435.3924781873203074   -63.9725016143338934
 12.00   425.4975026904977540   -63.9687074447833481
 12.50   421.6308038873997930   -63.9689681195300537
 13.00   459.8793253850960241   -63.9201757786859588
 13.50   418.0513725017939350   -63.9936280065202041
