  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50  5550.9911385278446687   -63.9838487961279299
  1.00  5664.4239928904062253   -63.9425407574373850
  1.50  5464.1390961327397235   -63.9047480684662048
  2.00  6041.6193392275745282   -63.9179469960888298
  2.50  5437.1902030379424104   -63.9174700531493016
  3.00  5436.4292394171916385   -63.9068170042320816
  3.50  5295.7193141091356665   -63.9324563733274829
  4.00  5425.1582958409235289   -63.9306667601498333
  4.50  5388.4800854440118201   -63.9125292244310401
  5.00  5371.1858600315636068   -63.9242317337130288
  5.50  5410.5864452963032818   -63.9239394262051377
  6.00  5405.9905257334557973   -63.9307097210344040
  6.50  5864.1828153363858291   -63.9332781385427467
  7.00  5278.0218328339042273   -63.9193658492511361
  7.50  5331.2306149960913899   -63.9091206070328468
  8.00  5314.0920613589214554   -63.8894425256923029
  8.50  5280.4894191654002498   -63.8890658522196020
  9.00  5362.4130662235556883   -63.9354609786544614
  9.50  5305.2126665858968408   -63.9664833263737478
 10.00  5763.6747343232964340   -63.9273138864558064
 10.50  5739.9863591695111609   -63.9230134876211622
 11.00  5122.3251742362790537   -63.8957194934003212
 11.50  5272.2254099742394828   -63.9257828233516676
 12.00  5766.2545020176930848   -63.8785511213057760
 12.50  5095.8113440717115736   -63.8893262572170357
 13.00  5253.8527669046707160   -63.8998088860453777
 13.50  5285.4816424584960259   -63.9221943660302685
