  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   504.2642037494667306   -63.9592407095738480
  1.00   444.0310421628761901   -63.9942369635607164
  1.50   427.4392108661783709   -63.9372949065477343
  2.00   437.6955094760807015   -63.8987342813373118
  2.50   431.4920583258254965   -63.8932857602790847
  3.00   432.5597598289562029   -63.9219954319582229
  3.50   434.4792785258161416   -64.0035720048844041
  4.00   439.7270839224227075   -63.9129544124281210
  4.50   407.6471567542713501   -63.8604854786345726
  5.00   425.3026084855234785   -63.9502895884433826
  5.50   447.4309291745054225   -63.8707898760534007
  6.00   438.8086948315145719   -63.9711310346598765
  6.50   447.7885293553274551   -63.9094322125323515
  7.00   414.7714293640225947   -63.9385974414024219
  7.50   450.6161395945459844   -63.9268105848055725
  8.00   418.8305970699259433   -63.9478727234244602
  8.50   436.3881515052474356   -63.9223220814120339
  9.00   425.3218791311873588   -63.9768217220025761
  9.50   431.4371215422380033   -64.0109361099805767
 10.00   413.2874960909619517   -63.9336228943520126
 10.50   419.9040379399518770   -63.9035677244887665
 11.00   428.7324028907456750   -63.9918418060614158
 11.50   426.3944326064695360   -63.9210083720440281
 12.00   444.9398821487554869   -64.4097717477611127
 12.50   439.2564420102095255   -64.0120059469902287
 13.00   426.6188355468267446   -63.9337440800244252
 13.50   431.7147692244891459   -63.9381616351293616
