  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   430.7455851967864646   -63.9121705924736574
  1.00   451.0717853052017290   -64.0078307368171266
  1.50   443.6828176201477163   -63.9569561076292388
  2.00   430.8571127339331497   -64.0156666011708779
  2.50   454.7338552350531700   -63.9470940755539061
  3.00   432.6514532690999886   -63.9101033591269854
  3.50   445.3380386067013887   -64.0375040471947869
  4.00   441.2182893320058383   -63.9042175626659699
  4.50   473.9792029730489844   -63.8578201635287712
  5.00   462.7982988405015590   -63.8569820602977174
  5.50   463.5355866529360469   -63.8735438441914312
  6.00   457.1129033459171183   -63.9066330468430266
  6.50   430.2274377042051015   -63.9322443966482084
  7.00   433.6074476921058931   -63.9456349098075520
  7.50   415.0688795949625955   -63.9288486000564617
  8.00   478.5451655762645373   -63.9100929013971353
  8.50   416.4176768693484973   -63.9494547841696601
  9.00   425.4900651307621615   -63.8934308636656496
  9.50   432.5108185168365935   -63.9123395824729670
 10.00   427.9430392005860995   -63.9327145196407969
 10.50   488.5449126440697114   -63.9550620391781663
 11.00   404.0750611775049492   -63.9740971944012102
 11.50   439.0170889935133118   -63.8805748394299897
 12.00   423.2040705672010290   -63.9474998831203649
 12.50   405.5797092630353404   -63.9179514403025451
 13.00   412.9021442034946858   -63.8525668516081168
 13.50   409.8156666161633552   -63.9220783600371902
