  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   440.9407656837360037   -63.8565578900864494
  1.00   438.7933392364983547   -63.9991357542149615
  1.50   446.3228750554555404   -63.9736500300119104
  2.00   422.4611053143597701   -63.9881212987484389
  2.50   436.2353970833919448   -63.9092420789986164
  3.00   420.9519368402536657   -63.9014630795243335
  3.50   430.2397510609188203   -63.8985634918996652
  4.00   438.6752032512575852   -63.8753828619058908
  4.50   427.6223840660613860   -63.8488856883496396
  5.00   416.3065936022354663   -63.9164673822200200
  5.50   450.4567850517905185   -63.8819015482660930
  6.00   418.2669058809836997   -63.8486648998168818
  6.50   418.0260467329488847   -63.8446123900819060
  7.00   414.1593201565849540   -63.8655437131400134
  7.50   459.2130261450441253   -64.0289210478088791
  8.00   430.5631055063687995   -63.9629787636812779
  8.50   510.4749183927386866   -63.9348375613326922
  9.00   431.5249375528686642   -64.0568171987163595
  9.50   437.5051647371273020   -63.8611363917383912
 10.00   468.3821794672973624   -63.9994741786669792
 10.50   435.9121230324810767   -63.9917754628522459
 11.00   447.0892019317817017   -64.0108023202023872
 11.50   485.6953625907327137   -63.9074853748809915
 12.00   450.7724429435746174   -63.8867186456251375
 12.50   427.0765315195041012   -63.9009721820758188
 13.00   418.0823044165964575   -63.9066574179107718
 13.50   422.8861993785141067   -63.9172512896154643
