  beta      REAL(total_wlkr_wt)    Raw_AFQMC_Energy
  0.50   431.5425617745495970   -63.8762450176653402
  1.00   440.4268771216886762   -64.0612154869526336
  1.50   451.0566105223953173   -63.9102674193867983
  2.00   423.6540005521013086   -63.9627780799021650
  2.50   435.0542342149268507   -63.8324893816701575
  3.00   429.4533988566932976   -63.8727659949662296
  3.50   444.1576729705793127   -63.8989088587035496
  4.00   424.4329150888829645   -63.9276897677549343
  4.50   485.7790676462752231   -63.9249967521039224
  5.00   436.1450009225474105   -63.8702291012050978
  5.50   450.4688856299468398   -63.8160323035851889
  6.00   403.2581533738003827   -63.8233365606604082
  6.50   418.6192905440065033   -63.8385572431262744
  7.00   419.1240021284716590   -63.8791426778343308
  7.50   435.8873702052133581   -63.8818321504440547
  8.00   429.7267225640649713   -64.0029910942146785
  8.50   432.6429164764172128   -63.9544269779809866
  9.00   435.0608067753087767   -63.9066908860336156
  9.50   405.6315040541370536   -63.9127611054669842
 10.00   420.0451710008877626   -63.9804909753291042
 10.50   435.9510347165513053   -63.9028414232219859
 11.00   421.0704720531965108   -63.9298729167021165
 11.50   426.8262629532337087   -63.9382588770964730
 12.00   424.5972039212514346   -63.8962642401973113
 12.50   429.3745422969675474   -64.0795317986236626
 13.00   479.7840734188683882   -63.9740423713107589
 13.50   414.1479565567620966   -63.9861639507639524
